Sentence #,Word,POS,Tag
,managed,VBD,O
,IT,NNP,B-ID
,service,NN,I-ID
,providers,NNS,I-ID
,",",",",O
,manufacturing,NN,B-ID
,and,CC,O
,mining,NN,B-ID
,companies,NNS,I-ID
,.,.,O
Sentence 172,Operation,NNP,B-M
,Cloud,NNP,I-M
,Hopper,NNP,I-M
,allowed,VBD,O
,APT10,NNP,B-TA
,unprecedented,JJ,O
,potential,JJ,O
,access,NN,B-AP
,to,TO,O
,the,DT,O
,intellectual,JJ,O
,property,NN,O
,.,.,O
Sentence 173,menuPass,NN,B-TA
,has,VBZ,O
,used,VBN,O
,a,DT,O
,modified,JJ,O
,version,NN,O
,of,IN,O
,pentesting,VBG,B-INF
,script,NN,I-INF
,wmiexec,NN,I-INF
,.,.,I-INF
,vbs,NN,I-INF
,for,IN,O
,Windows,NNP,B-AP
,Management,NNP,I-AP
,Instrumentation,NNP,I-AP
,.,.,O
Sentence 174,MD5,NNP,B-IND
,hashes,NNS,I-IND
,used,VBN,O
,by,IN,O
,menuPass,NN,B-TA
,to,TO,O
,attack,VB,O
,japanese,JJ,O
,cooperations,NNS,O
,included,VBD,O
,4f83c01e8f7507d23c67ab085bf79e97,CD,B-IND
,.,.,O
Sentence 175,MD5,NNP,B-IND
,hashes,NNS,I-IND
,used,VBN,O
,by,IN,O
,menuPass,NN,B-TA
,to,TO,O
,attack,VB,O
,japanese,JJ,O
,cooperations,NNS,O
,included,VBD,O
,cca227f70a64e1e7fcf5bccdc6cc25dd,CD,B-IND
,.,.,O
Sentence 176,UPPERCUT,NNP,B-M
,malware,NN,I-M
,sends,VBZ,O
,an,DT,O
,error,NN,B-IND
,code,NN,I-IND
,in,IN,O
,the,DT,O
,Cookie,NNP,B-INF
,header,NN,I-INF
,.,.,O
Sentence 177,Table,JJ,O
,3,CD,O
,lists,VBZ,O
,the,DT,O
,hard,JJ,O
,-,:,O
,coded,VBD,O
,C2,NNP,B-IND
,addresses,NNS,I-IND
,",",",",O
,their,PRP$,O
,MD5,NNP,B-IND
,hash,NN,I-IND
,",",",",O
,and,CC,O
,the,DT,O
,corresponding,JJ,O
,Blowfish,NNP,B-INF
,key,NN,I-INF
,in,IN,O
,the,DT,O
,decoded,JJ,B-AP
,payload,NN,I-AP
,of,IN,O
,126067d634d94c45084cbe1d9873d895,CD,B-IND
,.,.,O
Sentence 178,First,RB,O
,",",",",O
,members,NNS,O
,of,IN,O
,the,DT,O
,APT10,NNP,B-TA
,Group,NNP,O
,used,VBD,O
,a,DT,O
,technique,NN,O
,known,VBN,O
,as,IN,O
,"""",JJ,O
,spear,JJ,B-AP
,phishing,VBG,I-AP
,"""",NN,O
,to,TO,O
,introduce,VB,O
,malicious,JJ,B-M
,software,NN,I-M
,(,(,O
,malware,NN,O
,),),O
,onto,IN,O
,targeted,VBN,O
,computers,NNS,O
,.,.,O
Sentence 179,Silence,NN,B-TA
,is,VBZ,O
,a,DT,O
,financially,RB,O
,motivated,JJ,O
,threat,NN,O
,actor,NN,O
,targeting,VBG,O
,financial,JJ,B-ID
,institutions,NNS,I-ID
,in,IN,O
,different,JJ,O
,countries,NNS,O
,.,.,O
Sentence 180,The,DT,O
,group,NN,O
,",",",",O
,silence,NN,B-TA
,was,VBD,O
,first,RB,O
,seen,VBN,O
,in,IN,O
,June,NNP,O
,2016,CD,O
,.,.,O
Sentence 181,Their,PRP$,O
,main,JJ,O
,targets,NNS,O
,reside,VBP,O
,in,IN,O
,Russia,NNP,B-L
,",",",",O
,Ukraine,NNP,B-L
,",",",",O
,Belarus,NNP,B-L
,",",",",O
,Azerbaijan,NNP,B-L
,",",",",O
,Poland,NNP,B-L
,and,CC,O
,Kazakhstan,NNP,B-L
,.,.,O
Sentence 182,Silence,NNP,B-TA
,,POS,O
,s,NN,O
,main,JJ,O
,targets,NNS,O
,include,VBP,O
,Russia,NNP,B-L
,and,CC,O
,Ukraine,NNP,B-L
,.,.,O
Sentence 183,Azerbaijan,NNP,B-L
,",",",",O
,Kazakhstan,NNP,B-L
,and,CC,O
,Russia,NNP,B-L
,are,VBP,O
,some,DT,O
,of,IN,O
,the,DT,O
,regions,NNS,O
,targetted,VBN,O
,by,IN,O
,silence,NN,B-TA
,.,.,O
Sentence 184,The,DT,O
,apt,NN,B-TA
,",",",",O
,silence,NN,B-TA
,",",",",O
,attacked,VBD,O
,regions,NNS,O
,like,IN,O
,Belarus,NNP,B-L
,.,.,O
Sentence 185,Silence,NN,B-TA
,compromised,VBD,O
,various,JJ,O
,banking,VBG,B-ID
,systems,NNS,I-ID
,.,.,O
Sentence 186,Silence,NN,B-TA
,compromised,VBD,O
,the,DT,O
,Russian,JJ,B-ID
,Central,NNP,I-ID
,Bank,NNP,I-ID
,,POS,O
,s,NN,O
,Automated,NNP,B-ID
,Workstation,NNP,I-ID
,Client,NNP,I-ID
,.,.,O
Sentence 187,Silence,NN,B-TA
,is,VBZ,O
,also,RB,O
,known,VBN,O
,as,IN,O
,WHISPER,NNP,B-TA
,SPIDER,NNP,I-TA
,.,.,O
Sentence 188,Another,DT,O
,name,NN,O
,for,IN,O
,silence,NN,B-TA
,is,VBZ,O
,WHISPER,NNP,B-TA
,SPIDER,NNP,I-TA
,.,.,O
Sentence 189,Silence,NN,B-TA
,has,VBZ,O
,the,DT,O
,ID,NNP,O
,G0091,NNP,B-TA
,in,IN,O
,the,DT,O
,attack,NN,O
,mitre,NN,B-ID
,framework,NN,I-ID
,.,.,O
Sentence 190,Silence,NN,B-TA
,has,VBZ,O
,used,VBN,O
,PowerShell,NNP,B-T
,to,TO,O
,download,VB,B-AP
,and,CC,I-AP
,execute,VB,I-AP
,payloads,NNS,I-AP
,.,.,O
Sentence 191,In,IN,O
,order,NN,O
,to,TO,O
,achieve,VB,O
,Remote,NNP,B-AP
,Desktop,NNP,I-AP
,Protocol,NNP,I-AP
,",",",",O
,Silence,NNP,B-TA
,has,VBZ,O
,used,VBN,O
,RDP,NNP,B-T
,for,IN,O
,lateral,JJ,B-AP
,movement,NN,I-AP
,.,.,O
Sentence 192,Silence,NN,B-TA
,has,VBZ,O
,used,VBN,O
,scheduled,VBN,B-AP
,tasks,NNS,I-AP
,to,TO,O
,stage,VB,O
,its,PRP$,O
,operation,NN,O
,.,.,O
Sentence 193,Silence,NN,B-TA
,has,VBZ,O
,used,VBN,O
,RAdmin,NNP,B-T
,",",",",O
,a,DT,O
,remote,JJ,O
,software,NN,O
,tool,NN,O
,used,VBN,O
,to,TO,O
,remotely,VB,B-AP
,control,NN,I-AP
,workstations,NNS,O
,and,CC,O
,ATMs,NNP,B-ID
,.,.,O
Sentence 194,For,IN,O
,Software,NNP,O
,Development,NNP,O
,Tools,NNP,O
,",",",",O
,silence,NN,B-TA
,has,VBZ,O
,used,VBN,O
,RAdmin,NNP,B-T
,.,.,O
Sentence 195,For,IN,O
,service,NN,B-AP
,execution,NN,I-AP
,",",",",O
,silence,NN,B-TA
,has,VBZ,O
,used,VBN,O
,Winexe,NNP,B-INF
,to,TO,O
,install,VB,B-AP
,a,DT,O
,service,NN,I-AP
,on,IN,I-AP
,the,DT,O
,remote,JJ,I-AP
,system,NN,I-AP
,.,.,O
Sentence 196,WHISPER,NN,B-TA
,SPIDER,NN,I-TA
,has,VBZ,O
,used,VBN,O
,RAdmin,NNP,B-T
,",",",",O
,a,DT,O
,remote,JJ,O
,software,NN,O
,tool,NN,O
,used,VBN,O
,to,TO,O
,remotely,VB,O
,control,NN,O
,workstations,NNS,B-ID
,and,CC,O
,ATMs,NNP,B-ID
,.,.,O
Sentence 197,Silence,NN,B-TA
,has,VBZ,O
,used,VBN,O
,JS,NNP,B-INF
,scripts,NNS,I-INF
,.,.,O
Sentence 198,WHISPER,NN,B-TA
,SPIDER,NN,I-TA
,has,VBZ,O
,used,VBN,O
,JS,NNP,B-INF
,scripts,NNS,I-INF
,.,.,O
Sentence 199,Silence,NN,B-TA
,has,VBZ,O
,used,VBN,O
,VBS,NNP,B-INF
,scripts,NNS,I-INF
,.,.,O
Sentence 200,Silence,NN,B-TA
,has,VBZ,O
,used,VBN,O
,JavaScript,NNP,B-INF
,scripts,NNS,I-INF
,.,.,O
Sentence 201,WHISPER,NN,B-TA
,SPIDER,NN,I-TA
,has,VBZ,O
,used,VBN,O
,Java,NNP,B-INF
,Script,NNP,I-INF
,scripts,NNS,O
,.,.,O
Sentence 202,Silence,NN,B-TA
,can,MD,O
,capture,VB,O
,victim,JJ,B-AP
,screen,NN,I-AP
,activity,NN,I-AP
,.,.,O
Sentence 203,This,DT,O
,time,NN,O
,I,PRP,O
,,,O
,m,RB,O
,going,VBG,O
,to,TO,O
,focus,VB,O
,on,IN,O
,malicious,JJ,B-AP
,CHM,NNP,B-AP
,files,NNS,I-AP
,used,VBN,O
,by,IN,O
,Silence,NNP,B-TA
,APT,NNP,I-TA
,.,.,O
Sentence 204,Victims,NNS,O
,are,VBP,O
,mostly,RB,O
,Russian,JJ,B-ID
,banks,NNS,I-ID
,but,CC,O
,we,PRP,O
,also,RB,O
,found,VBD,O
,infected,JJ,O
,organizations,NNS,O
,in,IN,O
,Malaysia,NNP,B-L
,and,CC,O
,Armenia,NNP,B-L
,.,.,O
Sentence 205,The,DT,O
,infection,NN,B-M
,vector,NN,I-M
,is,VBZ,O
,a,DT,O
,spear,JJ,B-AP
,-,:,I-AP
,phishing,VBG,I-AP
,email,NN,I-AP
,with,IN,O
,a,DT,O
,malicious,JJ,O
,attachment,NN,O
,.,.,O
Sentence 206,The,DT,O
,cybercriminals,NNS,O
,using,VBG,O
,Silence,NNP,B-TA
,send,NN,O
,spear,NN,B-AP
,-,:,I-AP
,phishing,NN,I-AP
,emails,NNS,I-AP
,as,IN,O
,initial,JJ,O
,infection,NN,B-M
,vectors,NNS,I-M
,.,.,O
Sentence 207,The,DT,B-M
,dropper,NN,I-M
,is,VBZ,O
,a,DT,O
,win32,NN,B-INF
,executable,JJ,I-INF
,binary,JJ,I-INF
,file,NN,I-INF
,.,.,O
Sentence 208,Silence,NNP,B-TA
,",",",",O
,a,DT,O
,new,JJ,O
,Trojan,NNP,B-AP
,attacking,VBG,I-AP
,financial,JJ,O
,organizations,NNS,O
,.,.,O
Sentence 209,Silence,NN,B-TA
,has,VBZ,O
,used,VBN,O
,environment,NN,O
,variable,JJ,O
,string,NN,B-AP
,substitution,NN,I-AP
,for,IN,O
,obfuscation,NN,B-AP
,.,.,O
Sentence 210,WHISPER,NNP,B-TA
,SPIDER,NNP,I-TA
,has,VBZ,O
,used,VBN,O
,environment,NN,O
,variable,JJ,O
,string,NN,B-AP
,substitution,NN,I-AP
,for,IN,O
,obfuscation,NN,B-AP
,.,.,O
Sentence 211,Silence,NN,B-TA
,has,VBZ,O
,used,VBN,O
,RDP,NNP,B-T
,for,IN,O
,lateral,JJ,B-AP
,movement,NN,I-AP
,.,.,O
Sentence 212,Winexe,NNP,B-T
,to,TO,O
,install,VB,B-AP
,a,DT,O
,service,NN,O
,on,IN,O
,the,DT,O
,remote,JJ,O
,system,NN,O
,by,IN,O
,silence,NN,B-TA
,for,IN,O
,Service,NNP,B-AP
,Execution,NNP,I-AP
,.,.,O
Sentence 213,An,DT,O
,example,NN,O
,of,IN,O
,the,DT,O
,technique,NN,O
,Valid,NNP,B-AP
,Accounts,NNP,I-AP
,is,VBZ,O
,silence,JJ,B-TA
,using,VBG,O
,compromised,JJ,B-IND
,credentials,NNS,I-IND
,to,TO,O
,log,VB,O
,on,IN,O
,to,TO,O
,other,JJ,O
,systems,NNS,O
,.,.,O
Sentence 214,Silence,NN,B-TA
,has,VBZ,O
,been,VBN,O
,observed,VBN,O
,making,VBG,B-IND
,videos,NNS,I-IND
,of,IN,O
,victims,NNS,O
,to,TO,O
,observe,VB,O
,bank,NN,O
,employees,NNS,O
,day,NN,O
,to,TO,O
,day,NN,O
,activities,NNS,O
,.,.,O
Sentence 215,Modify,NNP,B-AP
,Registry,NNP,I-AP
,technique,NN,I-AP
,is,VBZ,O
,used,VBN,O
,by,IN,O
,silence,NN,B-TA
,.,.,O
Sentence 216,Silence,NN,B-TA
,also,RB,O
,uses,VBZ,O
,Ingress,NNP,B-IND
,Tool,NNP,I-IND
,Transfer,NNP,I-IND
,.,.,O
Sentence 217,ID,NN,O
,:,:,O
,G0091,NNP,B-TA
,is,VBZ,O
,used,VBN,O
,for,IN,O
,silence,NN,B-TA
,on,IN,O
,the,DT,O
,attack,NN,B-ID
,framework,NN,I-ID
,.,.,O
Sentence 218,Silence,NN,O
,has,VBZ,O
,used,VBN,O
,port,RB,B-IND
,444,CD,I-IND
,when,WRB,O
,sending,VBG,B-AP
,data,NNS,I-AP
,about,IN,O
,the,DT,O
,system,NN,O
,.,.,O
Sentence 219,An,DT,O
,example,NN,O
,of,IN,O
,silence,NN,B-TA
,using,VBG,B-AP
,Non,NNP,I-AP
,-,:,I-AP
,Standard,NNP,I-AP
,Port,NNP,I-AP
,is,VBZ,O
,the,DT,O
,use,NN,O
,of,IN,O
,port,NN,B-IND
,444,CD,I-IND
,.,.,O
Sentence 220,Silence,NN,B-TA
,is,VBZ,O
,a,DT,O
,relatively,RB,O
,new,JJ,O
,APT,NNP,B-TA
,.,.,O
Sentence 221,Victims,NNS,O
,are,VBP,O
,mostly,RB,O
,Russian,JJ,B-ID
,banks,NNS,I-ID
,",",",",O
,targetted,VBN,O
,by,IN,O
,silence,NN,B-TA
,.,.,O
Sentence 222,The,DT,O
,cybercriminals,NNS,O
,using,VBG,O
,Silence,NNP,B-TA
,send,NN,O
,spear,NN,B-AP
,-,:,I-AP
,phishing,NN,I-AP
,emails,NNS,B-IND
,.,.,O
Sentence 223,Early,RB,O
,on,IN,O
,",",",",O
,Silence,NNP,B-TA
,showed,VBD,O
,signs,NNS,O
,of,IN,O
,immaturity,NN,O
,in,IN,O
,their,PRP$,O
,TTP,NN,B-IND
,.,.,O
Sentence 224,Now,RB,O
,",",",",O
,Silence,NNP,B-TA
,is,VBZ,O
,one,CD,O
,of,IN,O
,the,DT,O
,most,RBS,O
,active,JJ,O
,threat,NN,O
,actors,NNS,O
,targeting,VBG,O
,the,DT,O
,financial,JJ,B-ID
,sector,NN,I-ID
,.,.,O
Sentence 225,The,DT,O
,confirmed,JJ,O
,damage,NN,O
,from,IN,O
,Silence,NNP,B-TA
,,POS,O
,s,NN,O
,operations,NNS,O
,has,VBZ,O
,increased,VBN,O
,fivefold,RB,B-AP
,compared,VBN,O
,to,TO,O
,the,DT,O
,figures,NNS,O
,in,IN,O
,Group,NNP,O
,-,:,O
,IB,NNP,B-TA
,,POS,O
,s,JJ,O
,initial,JJ,O
,report,NN,O
,.,.,O
Sentence 226,The,DT,O
,group,NN,O
,(,(,O
,silence,NN,B-TA
,),),O
,expanded,VBD,O
,its,PRP$,O
,geography,NN,O
,",",",",O
,which,WDT,O
,has,VBZ,O
,attractedthe,VBN,O
,attention,NN,O
,of,IN,O
,cybersecurity,NN,O
,researchers,NNS,O
,.,.,O
Sentence 227,They,PRP,O
,changed,VBD,B-AP
,their,PRP$,O
,encryption,NN,I-AP
,alphabets,NNS,I-AP
,",",",",O
,string,VBG,B-AP
,encryption,NN,I-AP
,",",",",O
,and,CC,O
,commands,NNS,O
,for,IN,O
,the,DT,O
,bot,NN,B-IND
,and,CC,O
,the,DT,O
,main,JJ,O
,module,NN,O
,.,.,O
Sentence 228,Silence,NNP,B-TA
,also,RB,O
,improved,VBD,O
,their,PRP$,O
,encryptions,NNS,B-AP
,and,CC,O
,commands,NNS,B-AP
,for,IN,O
,bots,NNS,B-IND
,.,.,O
Sentence 229,The,DT,O
,actor,NN,O
,",",",",O
,silence,NN,B-TA
,has,VBZ,O
,completely,RB,O
,rewritten,VBN,O
,TrueBot,NNP,B-M
,loader,NN,I-M
,.,.,O
Sentence 230,The,DT,O
,hackers,NNS,O
,also,RB,O
,started,VBD,O
,using,VBG,O
,Ivoke,NNP,B-T
,",",",",O
,a,DT,O
,fileless,JJ,O
,loader,NN,O
,.,.,O
Sentence 231,Additionally,RB,O
,",",",",O
,silence,NN,B-TA
,also,RB,O
,uses,VBZ,O
,EDA,NNP,B-T
,.,.,O
Sentence 232,Both,DT,O
,Ivoke,NNP,B-M
,and,CC,O
,Eda,NNP,B-T
,are,VBP,O
,written,VBN,O
,in,IN,O
,PowerShell,NNP,B-INF
,.,.,O
Sentence 233,Analysts,NNS,O
,have,VBP,O
,identified,VBN,O
,similarities,NNS,O
,between,IN,O
,Silence,NNP,B-TA
,",",",",O
,Downloader,NNP,B-TA
,and,CC,O
,FlawedAmmyy,NNP,B-M
,.,.,O
Sentence 234,Silence,NN,B-TA
,2,CD,I-TA
,.,.,I-TA
,0,CD,I-TA
,:,:,O
,Going,VBG,O
,Global,NNP,O
,is,VBZ,O
,an,DT,O
,extension,NN,O
,of,IN,O
,our,PRP$,O
,original,JJ,O
,report,NN,O
,.,.,O
Sentence 235,This,DT,O
,report,NN,O
,contains,VBZ,O
,sections,NNS,O
,for,IN,O
,technical,JJ,O
,specialists,NNS,O
,and,CC,O
,analysts,NNS,O
,to,TO,O
,help,VB,O
,study,VB,O
,the,DT,O
,TTP,NNP,B-AP
,and,CC,O
,tools,NNS,O
,employed,VBN,O
,by,IN,O
,Silence,NNP,B-TA
,.,.,O
Sentence 236,Silence,NN,B-TA
,are,VBP,O
,adopting,VBG,O
,the,DT,O
,approaches,NNS,O
,of,IN,O
,other,JJ,O
,groups,NNS,O
,.,.,O
Sentence 237,Silence,NN,B-TA
,uses,VBZ,O
,phishing,VBG,B-AP
,as,IN,O
,their,PRP$,O
,infection,NN,B-IND
,vector,NN,I-IND
,.,.,O
Sentence 238,Now,RB,O
,",",",",O
,Silence,NNP,B-TA
,,POS,O
,s,NN,O
,campaigns,NNS,O
,are,VBP,O
,carried,VBN,O
,out,RP,O
,in,IN,O
,two,CD,B-AP
,stages,NNS,I-AP
,.,.,O
Sentence 239,Silence,NN,B-TA
,conducted,VBD,O
,test,NN,O
,campaigns,NNS,O
,to,TO,O
,update,VB,O
,their,PRP$,O
,database,NN,O
,of,IN,O
,current,JJ,O
,targets,NNS,O
,and,CC,O
,expand,VB,O
,their,PRP$,O
,attack,NN,O
,geography,NN,O
,.,.,O
Sentence 240,These,DT,O
,"""","""",O
,recon,NN,B-IND
,"""","""",O
,emails,NNS,I-IND
,are,VBP,O
,a,DT,O
,preparatory,JJ,O
,stage,NN,O
,for,IN,O
,a,DT,O
,large,JJ,O
,-,:,O
,scale,NN,O
,campaign,NN,O
,.,.,O
Sentence 241,Silence,NN,B-TA
,has,VBZ,O
,conducted,VBN,O
,at,IN,O
,least,JJS,O
,three,CD,O
,campaigns,NNS,O
,using,VBG,O
,recon,NN,B-IND
,emails,NNS,I-IND
,.,.,O
Sentence 242,These,DT,O
,campaigns,NNS,O
,by,IN,O
,silence,NN,B-TA
,had,VBD,O
,spread,VBN,O
,across,IN,O
,Asia,NNP,B-L
,and,CC,O
,Europe,NNP,B-L
,.,.,O
Sentence 243,Silence,NN,B-TA
,no,RB,O
,longer,RBR,O
,focused,JJ,O
,just,RB,O
,on,IN,O
,Russia,NNP,B-L
,and,CC,O
,former,JJ,O
,Soviet,JJ,B-L
,countries,NNS,I-L
,",",",",O
,but,CC,O
,spread,VBP,O
,across,IN,O
,Asia,NNP,B-L
,and,CC,O
,Europe,NNP,B-L
,.,.,O
Sentence 244,Since,IN,O
,our,PRP$,O
,last,JJ,O
,public,JJ,O
,report,NN,O
,",",",",O
,Silence,NNP,B-TA
,has,VBZ,O
,sent,VBN,O
,out,RP,O
,more,RBR,O
,than,IN,O
,170,CD,O
,",",",",O
,0,CD,O
,recon,NN,B-IND
,emails,NNS,I-IND
,to,TO,O
,banks,NNS,B-ID
,.,.,O
Sentence 245,In,IN,O
,November,NNP,O
,2018,CD,O
,",",",",O
,Silence,NNP,B-TA
,tried,VBD,O
,their,PRP$,O
,hand,NN,O
,at,IN,O
,targeting,VBG,O
,the,DT,O
,Asian,JJ,B-ID
,market,NN,I-ID
,for,IN,O
,the,DT,O
,first,JJ,O
,time,NN,O
,in,IN,O
,their,PRP$,O
,history,NN,O
,.,.,O
Sentence 246,Silence,NNP,B-TA
,sent,VBD,O
,out,RP,O
,about,IN,O
,80,CD,O
,",",",",O
,0,CD,O
,emails,NNS,B-IND
,",",",",O
,with,IN,O
,more,JJR,O
,than,IN,O
,half,NN,O
,of,IN,O
,them,PRP,O
,targeting,VBG,O
,Taiwan,NNP,B-L
,",",",",O
,Malaysia,NNP,B-L
,",",",",O
,and,CC,O
,South,NNP,B-L
,Korea,NNP,I-L
,.,.,O
Sentence 247,Persistence,NN,B-AP
,in,IN,O
,the,DT,O
,system,NN,O
,is,VBZ,O
,done,VBN,O
,by,IN,O
,Silence,NNP,B-TA
,.,.,O
,MainModule,NNP,B-INF
,",",",",O
,Silence,NNP,B-M
,.,.,I-M
,ProxyBot,NNP,I-M
,",",",",O
,Silence,NNP,B-M
,.,.,I-M
,NET,NNP,I-M
,and,CC,O
,CnC,NNP,B-M
,-,:,O
,3,CD,O
,(,(,O
,Windows,NNP,O
,-,:,O
,based,VBN,O
,),),O
,.,.,O
Sentence 248,February,NNP,O
,2019,CD,O
,-,NNP,O
,Silence,NNP,B-TA
,successfully,RB,O
,attacked,VBD,O
,another,DT,O
,Indian,JJ,B-ID
,bank,NN,I-ID
,.,.,O
Sentence 249,20,CD,O
,June,NNP,O
,2019,CD,O
,-,NNP,O
,The,DT,O
,group,NN,O
,conducted,VBD,O
,a,DT,O
,new,JJ,O
,attack,NN,O
,on,IN,O
,banks,NNS,B-ID
,in,IN,O
,Russia,NNP,B-L
,.,.,O
Sentence 250,On,IN,O
,24,CD,O
,March,NNP,O
,2019,CD,O
,",",",",O
,Silence,NNP,B-M
,.,.,I-M
,ProxyBot,NNP,I-M
,(,(,O
,MD5,NNP,B-M
,2fe01a04d6beef14555b2cf9a717615c,CD,I-M
,),),O
,was,VBD,O
,uploaded,VBN,O
,to,TO,O
,VirusTotal,NNP,B-INF
,from,IN,O
,an,DT,O
,IP,NNP,B-IND
,address,NN,I-IND
,in,IN,O
,Sri,NNP,B-L
,Lanka,NNP,I-L
,.,.,O
Sentence 251,Later,RB,O
,",",",",O
,the,DT,O
,main,JJ,O
,Silence,NNP,B-M
,backdoor,NN,I-M
,(,(,O
,MD5,NNP,B-M
,fd133e977471a76de8a22ccb0d9815b2,NN,I-M
,),),O
,was,VBD,O
,uploaded,VBN,O
,.,.,O
Sentence 252,Creates,VBZ,O
,a,DT,O
,directory,NN,O
,%,NN,O
,APPDATA,NNP,B-IND
,%,NN,O
,\,NNP,O
,[,NNP,O
,knytaqojwv,NNP,B-IND
,],NNP,O
,.,.,O
Sentence 253,As,IN,O
,a,DT,O
,result,NN,O
,of,IN,O
,this,DT,O
,attack,NN,O
,",",",",O
,the,DT,O
,bank,NN,B-ID
,lost,VBD,O
,about,IN,O
,$,$,O
,400,CD,O
,",",",",O
,0,CD,O
,.,.,O
Sentence 254,The,DT,O
,Ivoke,NNP,B-M
,loader,NN,I-M
,",",",",O
,written,VBN,O
,in,IN,O
,PowerShell,NNP,B-INF
,",",",",O
,is,VBZ,O
,the,DT,O
,first,JJ,O
,fileless,NN,B-INF
,module,NN,I-INF
,used,VBN,O
,by,IN,O
,Silence,NNP,B-TA
,.,.,O
Sentence 255,A,DT,O
,comparative,JJ,O
,analysis,NN,O
,of,IN,O
,Silence,NNP,B-TA
,.,.,O
,Downloader,NNP,B-M
,and,CC,O
,the,DT,O
,FlawedAmmyy,NNP,B-M
,loader,NN,I-M
,revealed,VBD,O
,that,IN,O
,these,DT,O
,programs,NNS,O
,were,VBD,O
,developed,VBN,O
,by,IN,O
,the,DT,O
,same,JJ,O
,person,NN,O
,.,.,O
Sentence 256,The,DT,O
,FlawedAmmyy,NNP,B-M
,.,.,I-M
,Downloader,NNP,I-M
,has,VBZ,O
,been,VBN,O
,observed,VBN,O
,in,IN,O
,attacks,NNS,O
,on,IN,O
,different,JJ,O
,targets,NNS,O
,in,IN,O
,various,JJ,O
,regions,NNS,O
,.,.,O
Sentence 257,The,DT,O
,main,JJ,O
,goal,NN,O
,of,IN,O
,Silence,NNP,B-M
,.,.,I-M
,Downloader,NNP,I-M
,is,VBZ,O
,to,TO,O
,receive,VB,B-AP
,an,DT,O
,executable,JJ,I-AP
,file,NN,I-AP
,and,CC,O
,run,VB,O
,it,PRP,O
,on,IN,O
,an,DT,O
,infected,JJ,B-IND
,machine,NN,I-IND
,.,.,O
Sentence 258,The,DT,O
,new,JJ,O
,version,NN,O
,of,IN,O
,the,DT,O
,loader,NN,B-M
,(,(,O
,SHA1,NNP,B-M
,974f24e8f87e6a9cce7c6873954ecab50ffa6f92,CD,I-M
,),),O
,.,.,O
Sentence 259,On,IN,O
,10,CD,O
,January,NNP,O
,2017,CD,O
,",",",",O
,the,DT,O
,source,NN,O
,code,NN,O
,of,IN,O
,a,DT,O
,remote,JJ,O
,control,NN,O
,tool,NN,O
,called,VBN,O
,Ammyy,NNP,B-T
,Admin,NNP,I-T
,was,VBD,O
,published,VBN,O
,online,NN,O
,in,IN,O
,a,DT,O
,public,JJ,O
,repository,NN,O
,.,.,O
Sentence 260,For,IN,O
,Silence,NNP,B-M
,.,.,I-M
,Downloader,NNP,I-M
,",",",",O
,decrypted,VBD,O
,files,NNS,O
,will,MD,O
,be,VB,O
,saved,VBN,O
,to,TO,O
,the,DT,O
,following,JJ,O
,path,NN,B-IND
,:,:,I-IND
,%,NN,I-IND
,APPDATA,NNP,I-IND
,%,NN,I-IND
,\,NNP,I-IND
,[,NNP,I-IND
,GUID_INT,NNP,I-IND
,],NNP,I-IND
,.,.,I-IND
,dates,NNS,I-IND
,%,NN,I-IND
,APPDATA,NNP,I-IND
,%,NN,I-IND
,\,NNP,I-IND
,CHROME,NNP,I-IND
,-,:,I-IND
,[,NN,I-IND
,GUID_INT,NNP,I-IND
,],NNP,I-IND
,.,.,I-IND
,exe,NN,I-IND
,.,.,O
Sentence 261,FlawedAmmy,NNP,B-M
,.,.,I-M
,Downloader,NNP,I-M
,is,VBZ,O
,non,JJ,O
,-,:,O
,resident,NN,O
,.,.,O
,This,DT,O
,means,VBZ,O
,that,IN,O
,it,PRP,O
,starts,VBZ,O
,",",",",O
,downloads,NNS,O
,and,CC,O
,runs,VBZ,B-AP
,the,DT,O
,file,NN,O
,and,CC,I-AP
,deletes,VBZ,I-AP
,itself,PRP,I-AP
,.,.,O
Sentence 262,The,DT,O
,servers,NNS,O
,used,VBN,O
,by,IN,O
,FlawedAmmyy,NNP,B-M
,are,VBP,O
,not,RB,O
,located,VBN,O
,where,WRB,O
,Silence,NNP,B-TA
,usually,RB,O
,hosts,VBZ,O
,them,PRP,O
,.,.,O
Sentence 263,FlawedAmmyy,NNP,B-M
,.,.,I-M
,Downloader,NNP,I-M
,has,VBZ,O
,been,VBN,O
,used,VBN,O
,in,IN,O
,attacks,NNS,O
,on,IN,O
,various,JJ,O
,targets,NNS,O
,in,IN,O
,various,JJ,O
,regions,NNS,O
,.,.,O
Sentence 264,"""",JJ,O
,Madi,NNP,B-C
,"""",NNP,O
,is,VBZ,O
,an,DT,O
,active,JJ,O
,cyber,NN,O
,-,:,O
,espionage,NN,O
,campaign,NN,O
,targeting,VBG,O
,victims,NNS,O
,in,IN,O
,the,DT,O
,Middle,NNP,B-L
,East,NNP,I-L
,.,.,O
Sentence 265,Kaspersky,NNP,B-ID
,Lab,NNP,I-ID
,investigated,VBD,O
,with,IN,O
,Seculert,NNP,O
,",",",",O
,an,DT,O
,APT,NNP,B-ID
,detection,NN,I-ID
,company,NN,I-ID
,on,IN,O
,Madi,NNP,B-C
,.,.,O
Sentence 266,Madi,NNP,B-C
,is,VBZ,O
